Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,18-19,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,20-24,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,20-24,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,25-29,2020,Counts,2,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,25-29,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,30-44,2020,Counts,5,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,30-44,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,45-59,2020,Counts,1,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,45-59,2020,Counts,1,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,60 and older,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,60 and older,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,Unknown,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,Unknown,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,0-9,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,0-9,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,10 -14,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,10 -14,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,15 -17,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,15 -17,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,18-19,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,18-19,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,20-24,2020,Counts,1,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,20-24,2020,Counts,1,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,25-29,2020,Counts,3,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,25-29,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2020,Counts,6,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons convicted for intentional homicide,Total,Total,Total,Total,2020,Counts,2,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Death due to intentional homicide in prison,Total,Total,Total,Total,2020,Counts,0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2020,Counts,2419,MoS/CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Total,2020,Counts,2045,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,Total,2020,Counts,372,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Total,Total,2020,Counts,388,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Total,Total,2020,Counts,214,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Male,Total,2020,Counts,49,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2020,Counts,165,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Total,Total,2020,Counts,174,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Male,Total,2020,Counts,122,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2020,Counts,52,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,171,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,217,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Total,Total,2020,Counts,480,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,432,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,48,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Total,Total,2020,Counts,559,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,522,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,Counts,37,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2020,Counts,990,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2020,Counts,920,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Female,Total,2020,Counts,70,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Total,Total,2020,Counts,364,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Male,Total,2020,Counts,334,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2020,Counts,30,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Total,Total,2020,Counts,868,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Male,Total,2020,Counts,603,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2020,Counts,265,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Total,Total,2020,Counts,1187,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Male,Total,2020,Counts,1108,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2020,Counts,77,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,Counts,1209,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2020,Counts,1209,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Another weapon,Total,Total,2020,Counts,872,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Another weapon - sharp object,Total,Total,2020,Counts,722,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Without a weapon/ other Mechanism,Total,Total,2020,Counts,211,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Unspecified means,Total,Total,2020,Counts,127,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Unknown,2020,Counts,56,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,Unknown,2020,Counts,10,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,0-9,2020,Counts,16,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,0-9,2020,Counts,24,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,10 -14,2020,Counts,10,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,10 -14,2020,Counts,9,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,15 -17,2020,Counts,101,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,15 -17,2020,Counts,15,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,18-19,2020,Counts,116,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,18-19,2020,Counts,12,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,20-24,2020,Counts,373,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,20-24,2020,Counts,36,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,25-29,2020,Counts,326,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,25-29,2020,Counts,37,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,30-44,2020,Counts,636,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,30-44,2020,Counts,119,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,45-59,2020,Counts,243,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,45-59,2020,Counts,53,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,60 and older,2020,Counts,167,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Female,60 and older,2020,Counts,57,CTS
